FID,FEATURECOD,UPDATE_YEA,SHAPE_area,SHAPE_len
1,430,2004,25111.604158,843.887679
2,430,2004,7987.237052,334.906257
3,430,2004,16955.905659,516.410924
4,420,2004,19637.515318,578.273348
5,430,2004,20932.452085,635.615253
6,430,2004,28079.928205,737.176784
7,430,2004,2597.179335,223.958732
8,430,2004,144025.191772,1658.835648
9,470,2004,42178862.5565,56064.601228
10,420,2004,25924.64369,653.084535
11,420,2004,51748.432898,1655.267418
12,450,2004,69880.682331,1566.4239
13,520,2004,22517.702232,1545.159047
14,450,2004,20170.382704,896.941534
15,420,2004,44955.67929,842.341933
16,430,2004,13154.898965,445.565083
17,420,2004,35688.869999,750.926547
18,430,2004,20254.011278,534.895962
19,460,2004,2144283.98337,158264.043827
20,470,2004,1621430.67556,8882.48463
21,430,2004,13149.883744,1141.511894
22,430,2004,83219.323805,1185.073167
23,430,2004,25499.455874,784.361034
24,430,2004,49780.35052,933.036835
25,460,2004,86711.312389,15895.295578
26,430,2004,6974.722535,332.749743
27,460,2004,219818.259749,3463.290265
28,430,2004,8031.065242,397.272295
29,430,2004,26980.089955,624.944799
30,470,2004,6400304.04769,13192.70251
31,430,2004,34468.439863,801.554735
32,470,2004,9683.620395,779.879731
33,430,2004,56667.320675,1744.166284
34,430,2004,26316.051142,823.169021
35,430,2004,28083.544841,696.812948
36,470,2004,11801.307576,412.716948
37,430,2004,3874.35189,366.411992
38,430,2004,69577.139161,1333.422749
39,420,2004,23180.520574,579.089204
40,430,2004,3267.670504,219.375255
41,430,2004,2829.549155,241.249027
42,420,2004,11895.003226,450.83892
43,430,2004,3315.988223,259.175889
44,430,2004,25301.186874,691.596088
45,430,2004,6418.840838,372.233172
46,430,2004,188018.80539,2505.378452
47,430,2004,5862.814532,324.584981
48,420,2004,57401.395766,1126.334452
49,430,2004,38265.014122,912.216979
50,470,2004,1935.470777,261.325996
51,430,2004,6635.329625,304.837109
52,430,2004,27980.755354,640.365553
53,430,2004,3803.01475,268.865632
54,470,2004,3196.632055,340.436202
55,420,2004,100557.440454,1463.807689
56,430,2004,6878.841722,346.955297
57,430,2004,12583.205675,501.299301
58,420,2004,32053.107304,737.124902
59,430,2004,5406.390422,391.018304
60,430,2004,72858.954628,1183.752053
61,430,2004,136086.847808,2963.537759
62,430,2004,69719.253982,1085.527671
63,470,2004,19392.639592,692.156402
64,430,2004,163763.220514,2460.539588
65,420,2004,34680.949216,1252.467683
66,470,2004,2010.614514,185.334331
67,470,2004,374656.604221,3970.749702
68,430,2004,5416.316535,276.007798
69,430,2004,2125.732159,173.871273
70,470,2004,666968.868853,4627.448139
71,430,2004,9706.663447,400.565792
72,470,2004,30741.722196,1115.040855
73,430,2004,15912.343659,498.629203
74,430,2004,3677.252923,318.183057
75,420,2004,45965.565761,848.252213
76,430,2004,4196.360311,269.035098
77,420,2004,112298.941112,1935.798546
78,430,2004,7599.571958,396.526131
79,430,2004,5818.666973,363.150581
80,420,2004,52061.896677,1216.878692
81,430,2004,5687.775988,279.447457
82,430,2004,42163.685617,955.714136
83,420,2004,145218.296943,4068.23943
84,460,2004,45620.014107,2480.753882
85,470,2004,402.174992,78.110253
86,430,2004,54696.793796,1053.921318
87,470,2004,14055.425759,874.558803
88,430,2004,48689.628987,1212.567068
89,430,2004,3880.970963,279.803091
90,430,2004,34403.458232,813.607867
91,430,2004,11008.311756,486.28782
92,470,2004,73682.421275,2143.208442
93,430,2004,2338.693199,180.27079
94,470,2004,3319.459912,353.859386
95,430,2004,16693.37894,469.394261
96,420,2004,23707.140348,1590.169707
97,460,2004,903551.4606,53852.26646
98,420,2004,127786.649706,3749.05272
99,470,2004,386775.207477,2923.992364
100,430,2004,54785.395149,948.463008
101,470,2004,936998.137926,6844.911614
102,470,2004,3333.687448,206.626952
103,420,2004,16237.989741,544.283971
104,420,2004,155833.723018,4505.010669
105,460,2004,1061006.65316,77241.705636
106,470,2004,2617.361863,249.520681
107,430,2004,32714.979265,792.929695
108,420,2004,58662.691506,1028.276407
109,420,2004,44768.327587,845.894736
110,430,2004,19209.542027,634.100296
111,420,2004,46869.763227,1212.317486
112,470,2004,3840.038952,254.216978
113,420,2004,8172.367851,629.682253
114,420,2004,3097.826767,327.723835
115,470,2004,662.478815,92.887194
116,420,2004,49168.720345,1155.942344
117,420,2004,7307.827428,909.093728
118,420,2004,27403.142272,950.509592
119,470,2004,1087.602243,121.398111
120,420,2004,24036.204228,727.122885
121,430,2004,38409.444827,873.237276
122,430,2004,64130.865672,1043.787003
123,430,2004,23969.177801,675.543174
124,420,2004,133056.002342,3056.037673
125,420,2004,42611.072558,1660.768287
126,470,2004,3633.55242,269.135182
127,430,2004,20729.687552,865.335821
128,470,2004,1560.596601,146.789879
129,470,2004,88662.842929,1298.347613
130,470,2004,1457.275063,143.955686
131,420,2004,56564.477017,1233.846449
132,420,2004,146983.332505,2907.291184
133,460,2004,5368915.84084,220225.248843
134,420,2004,62814.886037,1626.518709
135,460,2004,5287.891794,840.592314
136,410,2004,306831.681196,5576.656724
137,470,2004,6015.10852,341.685942
138,470,2004,2996.407105,264.560048
139,420,2004,81585.653696,1173.766195
140,470,2004,1987.883872,182.565914
141,430,2004,64053.8593,968.654209
142,470,2004,1134.595615,132.646935
143,420,2004,85046.55762,1365.495278
144,470,2004,1883.909543,204.422826
145,470,2004,444.648218,85.532718
146,470,2004,1653.949098,225.509892
147,470,2004,1591.528005,216.135644
148,470,2004,11791.423385,651.135178
149,430,2004,5170.477055,283.541637
150,460,2004,43400.394318,5998.30557
151,430,2004,1643.848877,183.11582
152,460,2004,65201.656976,8156.1385
153,430,2004,3927.392136,266.492011
154,430,2004,6159.12442,297.904496
155,420,2004,46744.417137,808.068154
156,430,2004,2306.333465,189.114534
157,470,2004,43612.585566,1554.324443
158,470,2004,165233.652612,2117.033152
159,430,2004,20949.525906,557.631639
160,430,2004,3806.031816,253.075968
161,470,2004,14930.982911,629.198122
162,430,2004,43087.418646,1125.279098
163,430,2004,954.902286,122.636164
164,420,2004,51327.409818,1765.58047
165,430,2004,29894.466758,698.350643
166,430,2004,6428.423268,406.545876
167,430,2004,52575.009711,1016.530027
168,430,2004,3970.246644,239.787813
169,470,2004,18739.262038,694.165227
170,430,2004,6342.224442,320.35691
171,420,2004,2818.248487,305.889641
172,460,2004,4649.849067,406.980457
173,420,2004,9340.603136,480.143977
174,450,2004,463461683.543,1197080.60274
175,430,2004,27055.339046,800.284254
176,460,2004,629690.080502,41338.417024
177,430,2004,30.645569,33.103766
178,430,2004,4235.178162,299.143709
179,460,2004,34257.690517,1519.400483
180,430,2004,39784.587157,855.603734
181,430,2004,3616.483458,458.53898
182,430,2004,148983.801051,2095.087181
183,430,2004,19275.579286,947.441396
184,430,2004,49987.579272,1325.29643
185,430,2004,11757.505705,476.4307
186,420,2004,59888.604123,1312.929235
187,460,2004,3310.198066,466.49341
188,430,2004,19448.092965,573.369964
189,420,2004,29753.001587,701.898577
190,430,2004,37249.969037,1200.663457
191,430,2004,30135.450923,846.520473
192,460,2004,5056.577396,490.86993
193,430,2004,57675.046848,1402.947327
194,460,2004,1316014.4264,91286.557537
195,430,2004,99504.559127,2063.5439
196,470,2004,1154.076999,154.486517
197,470,2004,912.837376,169.808962
198,470,2004,3111.808403,349.293309
199,470,2004,1275.500766,164.664511
200,420,2004,501792.229877,4988.15707
201,470,2004,5487.622241,391.00613
202,470,2004,3301.135708,275.959029
203,430,2004,17129.135684,543.355044
204,410,2004,272274.622724,2580.636745
205,430,2004,3237.723472,244.566897
206,470,2004,1812.817362,216.909785
207,470,2004,3526.330777,270.012132
208,470,2004,2779.659631,294.677427
209,470,2004,7353.349519,505.367611
210,470,2004,2478.075557,221.16585
211,460,2004,2595381.75753,179875.638053
212,430,2004,14230.676809,484.498165
213,430,2004,56141.533918,1351.37035
214,430,2004,11181.741017,384.122245
215,430,2004,171901.357756,2023.969858
216,460,2004,113822.090232,3219.312824
217,430,2004,49262.068841,1126.803246
218,430,2004,97178.490703,1190.929717
219,470,2004,23488.213858,767.096992
220,430,2004,135663.386257,1681.443323
221,430,2004,10933.293601,418.578837
222,430,2004,16196.837658,543.393021
223,460,2004,7475.100734,1611.880341
224,430,2004,13715.080823,430.929574
225,430,2004,49946.638705,840.915257
226,430,2004,93108.686092,1381.003138
227,430,2004,3145.927666,211.43287
228,430,2004,1259.610371,145.142582
229,430,2004,1777.939254,166.224118
230,430,2004,698.113748,102.806088
231,430,2004,2767.0974,209.180264
232,430,2004,22116.202948,540.702151
233,430,2004,911.789277,131.094951
234,430,2004,87154.324347,1387.19394
235,430,2004,5556.409267,309.670168
236,430,2004,8194.963719,541.732799
237,430,2004,2023.890927,175.003192
238,430,2004,11075.067064,510.233276
239,430,2004,40856.518548,892.216996
240,430,2004,74452.6678,1104.801552
241,430,2004,15312.553002,464.16688
242,430,2004,25563.733849,780.858551
243,430,2004,28564.027098,668.063439
244,430,2004,55562.6719,1058.299711
245,430,2004,51011.92162,906.468261
246,420,2004,5598.83504,419.088777
247,460,2004,31714.102053,2239.819115
248,430,2004,27322.572397,644.041094
249,430,2004,13995.506848,481.600782
250,430,2004,7805.046389,471.680542
251,430,2004,20162.354276,546.504524
252,460,2004,4771.081964,447.346702
253,430,2004,39387.004549,1131.421806
254,430,2004,5063.169639,265.451779
255,420,2004,17473.596043,763.088418
256,430,2004,5079.742126,284.993258
257,430,2004,3350.207964,219.999021
258,430,2004,3543.44037,357.911738
259,430,2004,39739.699162,826.291276
260,430,2004,5204.227659,278.913584
261,430,2004,1442.508614,167.886396
262,430,2004,14299.072287,459.621477
263,430,2004,5736.970682,331.040211
264,430,2004,50942.136978,1217.433933
265,430,2004,2821.824196,195.112936
266,430,2004,32463.14948,819.768162
267,430,2004,30043.930998,689.760697
268,420,2004,49506.557849,915.028195
269,430,2004,21641.651939,560.665244
270,430,2004,816.550595,121.542087
271,430,2004,11871.359452,416.580189
272,430,2004,10286.290315,473.340504
273,430,2004,1901.175453,183.83582
274,430,2004,50159.748068,947.001277
275,460,2004,688376.52791,45876.5563
276,430,2004,9585.916399,383.798348
277,430,2004,22417.088945,664.194652
278,430,2004,12389.067808,478.059381
279,430,2004,11602.841409,586.32125
280,430,2004,15909.045359,509.489811
281,430,2004,48109.617886,1016.03682
282,430,2004,41699.377873,1114.556817
283,430,2004,15205.010738,487.446773
284,430,2004,49426.743341,965.521571
285,430,2004,89157.550378,1739.615539
286,430,2004,26253.353064,743.210531
287,430,2004,17628.932038,592.476044
288,430,2004,12902.18805,481.883187
289,420,2004,54743.513264,1098.465573
290,410,2004,173408.867599,1553.038529
291,430,2004,5187.806655,262.167734
292,430,2004,5494.850308,337.706873
293,430,2004,24090.538408,722.311954
294,430,2004,1916.006116,185.008868
295,430,2004,13704.640957,423.971617
296,420,2004,5107.144635,517.462719
297,430,2004,6571.701568,326.501201
298,430,2004,20918.454904,578.531821
299,430,2004,29516.667096,688.376245
300,430,2004,239609.375007,1915.450868
301,430,2004,41348.228437,767.028547
302,430,2004,24116.410185,593.976583
303,430,2004,59245.357887,921.661566
304,430,2004,36465.178935,1596.148715
305,430,2004,22219.803634,597.737854
306,430,2004,54475.096393,1016.18124
307,460,2004,268485.749796,21444.878423
308,430,2004,5590.288135,349.916677
309,460,2004,2026368.92735,122653.511063
310,460,2004,225348.131619,8445.087139
311,430,2004,4512.392703,407.672164
312,470,2004,1864257.27714,9359.198614
313,420,2004,51759.061234,1365.628636
314,430,2004,162394.059257,1578.78037
315,430,2004,77202.091176,1448.84604
316,430,2004,16925.120652,580.79623
317,430,2004,8526.285702,506.545954
318,430,2004,18371.568922,531.607928
319,420,2004,67860.236768,1117.368363
320,430,2004,74317.699561,1165.76493
321,430,2004,81616.198653,1124.988763
322,430,2004,6221.966849,300.940667
323,430,2004,6826.208623,365.612035
324,430,2004,7670.232723,434.437383
325,430,2004,13517.931545,483.412439
326,430,2004,52169.823212,1171.485805
327,430,2004,21031.165481,619.88817
328,430,2004,32367.373208,817.507415
329,420,2004,100378.943723,2241.620182
330,420,2004,177980.910033,2084.579106
331,430,2004,33918.571508,941.178321
332,430,2004,17725.087213,551.194943
333,430,2004,13235.895875,437.6922
334,460,2004,562418.47178,7122.973545
335,430,2004,18090.472085,630.008689
336,470,2004,12640.083612,424.050322
337,430,2004,87729.463024,1098.43973
338,430,2004,20335.606747,689.920089
339,460,2004,187723.069627,20392.804131
340,430,2004,36447.588756,771.774881
341,430,2004,16688.190367,696.779101
342,420,2004,67566.394507,1245.555686
343,470,2004,548582.116035,4904.003841
344,430,2004,73087.352619,1063.981163
345,460,2004,232694.821064,22664.132333
346,460,2004,5930.250258,300.576512
347,430,2004,478668.623632,3238.100218
348,460,2004,10367.284559,422.944251
349,430,2004,102566.960898,1770.715721
350,470,2004,79042.928036,2426.761614
351,430,2004,43441.269953,852.826399
352,430,2004,19564.09624,557.010348
353,430,2004,114003.452303,1367.04558
354,430,2004,25627.817994,598.300835
355,430,2004,12262.518961,495.673076
356,430,2004,34428.312452,791.811709
357,430,2004,17869.118474,515.550381
358,430,2004,484953.375966,3130.303551
359,430,2004,16678.996767,664.223362
360,430,2004,73941.600867,1052.25877
361,430,2004,19612.632296,523.7898
362,430,2004,69597.243069,1198.406273
363,430,2004,18950.685897,517.765682
364,430,2004,12647.845423,436.241442
365,470,2004,2356.000998,239.442959
366,430,2004,34332.858723,752.851867
367,430,2004,2423.468279,234.896988
368,430,2004,12520.049312,485.219837
369,460,2004,95504.832676,7764.228497
370,430,2004,22027.358867,547.927167
371,430,2004,3475.900114,278.893705
372,430,2004,9267.933134,380.446244
373,420,2004,64913.215868,1607.140882
374,430,2004,36946.78501,940.976926
375,430,2004,8274.199098,341.570628
376,430,2004,24853.434393,858.095234
377,470,2004,5647.227419,339.163198
378,460,2004,2095883.44361,139390.300952
379,430,2004,48459.913626,865.01072
380,430,2004,6657.723077,378.279191
381,430,2004,5849.724154,317.188576
382,430,2004,54487.002552,1136.769639
383,430,2004,9727.89577,377.27898
384,430,2004,2823.681039,231.322303
385,430,2004,181152.987056,2007.404763
386,430,2004,7253.205746,371.421565
387,430,2004,50196.813999,956.132748
388,430,2004,55252.219753,1240.079901
389,430,2004,18519.991341,630.8898
390,430,2004,6629.8416,331.601248
391,430,2004,46874.250234,1001.772794
392,430,2004,165579.772618,2128.356431
393,430,2004,24525.471098,702.145766
394,430,2004,4658.238525,289.513083
395,430,2004,272410.679469,2844.430989
396,430,2004,32485.653028,735.260955
397,430,2004,21743.97128,676.40188
398,430,2004,33166.87579,967.492382
399,430,2004,309.994285,70.510614
400,460,2004,14373.056461,1555.655696
401,430,2004,27802.256526,667.288265
402,430,2004,50955.735626,981.870079
403,430,2004,77956.468846,1334.637259
404,430,2004,112221.023198,1361.101845
405,430,2004,105317.108011,1622.771209
406,430,2004,19654.034662,624.448805
407,430,2004,4081.452234,235.717535
408,430,2004,10215.394712,373.534697
409,430,2004,12976.361383,496.527314
410,430,2004,129829.23177,1754.01213
411,430,2004,346284.432742,3445.113264
412,430,2004,15782.593603,556.152431
413,430,2004,9976.003392,389.674613
414,430,2004,7210.570895,374.220948
415,430,2004,78229.56522,1176.913646
416,430,2004,1645.280638,150.913732
417,430,2004,27884.332706,754.924562
418,430,2004,9829.139516,415.019989
419,430,2004,8138.345587,736.12591
420,430,2004,24892.962626,1001.656702
421,430,2004,45205.105618,935.692316
422,430,2004,9250.602882,461.904165
423,430,2004,10844.315282,408.73603
424,430,2004,11321.009499,550.56613
425,430,2004,59153.635529,1181.525953
426,430,2004,9298.946789,377.195752
427,430,2004,19344.240477,558.577155
428,430,2004,116238.829894,1827.423545
429,430,2004,13435.424778,431.107208
430,430,2004,43607.701864,1341.071383
431,430,2004,2390.50731,188.412374
432,430,2004,104370.742881,1920.856931
433,460,2004,68481.488684,6941.361992
434,430,2004,27889.859197,705.106663
435,430,2004,40431.822347,912.974632
436,430,2004,14208.56571,561.865001
437,430,2004,39542.880491,917.624493
438,430,2004,24457.737504,664.125652
439,430,2004,21460.466644,597.412948
440,430,2004,38862.342137,818.391487
441,430,2004,7089.1247,386.539786
442,420,2004,30317.163346,878.411112
443,430,2004,52067.147309,1334.040811
444,430,2004,41384.899343,986.068486
445,430,2004,35354.267795,886.41315
446,420,2004,55178.1403,1406.619903
447,430,2004,127203.043253,1791.4016
448,430,2004,438665.070279,3121.438365
449,430,2004,14915.196459,577.14848
450,430,2004,22786.414005,619.215337
451,430,2004,20158.867281,714.24629
452,420,2004,34962.934225,978.035907
453,430,2004,6918.494705,309.269427
454,430,2004,121038.746443,1953.806652
455,430,2004,181814.442141,2735.425998
456,430,2004,28508.766666,703.612247
457,430,2004,79137.102354,1714.885316
458,460,2004,360856.396684,40726.115855
459,430,2004,7524.525862,367.548012
460,420,2004,87725.575332,1231.024474
461,410,2004,122544.81092,3816.563215
462,430,2004,9148.297091,392.437931
463,430,2004,377569.064195,2509.377549
464,410,2004,2920167.65742,21459.456905
465,430,2004,12174.144769,482.797936
466,430,2004,32250.569145,862.611427
467,470,2004,52250.09004,931.157086
468,420,2004,11095.753673,777.259372
469,430,2004,4949.835513,401.962263
470,470,2004,2960.532903,361.881019
471,420,2004,56596.870356,1143.037229
472,430,2004,52020.305852,968.003203
473,430,2004,989.08012,115.978749
474,470,2004,97956.115276,1600.526355
475,430,2004,25735.451412,720.176349
476,430,2004,66069.874728,1022.998184
477,460,2004,16701.646673,4819.32005
478,470,2004,9161.601633,439.907316
479,430,2004,11508.226606,464.290634
480,470,2004,463.443281,103.409309
481,420,2004,24086.108277,687.173988
482,470,2004,7052.255551,417.065512
483,430,2004,30305.804647,722.312169
484,430,2004,21651.370563,558.551536
485,430,2004,655286.583865,3231.777657
486,460,2004,48950.443842,3476.162707
487,430,2004,97365.485288,1639.707775
488,430,2004,6364.619194,378.474286
489,470,2004,196923.250437,2340.114554
490,430,2004,396288.658215,3829.839131
491,430,2004,5217.988568,279.367244
492,430,2004,14464.93696,553.236093
493,460,2004,76851.347062,9576.204502
494,430,2004,11479.487111,399.312347
495,430,2004,825533.160858,4684.559876
496,420,2004,31567.994338,857.055357
497,430,2004,2569.841958,205.730439
498,420,2004,94152.528919,1671.506488
499,430,2004,4255.61643,242.167295
500,430,2004,19078.830075,721.610535
501,470,2004,2100298.62343,9025.955943
502,430,2004,1284.807484,163.174973
503,430,2004,19119.223957,541.435035
504,430,2004,3834.08822,326.331524
505,430,2004,81193.134752,1164.969054
506,430,2004,5534.887586,294.679969
507,420,2004,136480.574262,1454.823459
508,430,2004,5034.431648,279.26
509,460,2004,258092.972263,18798.084901
510,430,2004,6867.639482,332.026746
511,420,2004,55753.996548,1714.880033
512,430,2004,2474.588798,185.896497
513,430,2004,3426.646403,266.694748
514,460,2004,331867.477496,29637.406659
515,430,2004,136062.440965,1872.351326
516,430,2004,6361.474595,311.631304
517,430,2004,37100.388957,1056.227013
518,460,2004,20357.864165,2415.35255
519,430,2004,66215.784128,1227.262528
520,430,2004,92741.777611,1331.284523
521,430,2004,51029.055968,1013.323603
522,430,2004,14846.491544,845.2129
523,430,2004,42326.286789,780.000545
524,460,2004,20887.415602,2725.060513
525,420,2004,54043.66334,968.229388
526,430,2004,4222.464037,279.229271
527,420,2004,83944.553912,2079.203904
528,430,2004,17281.371345,627.121814
529,430,2004,53940.009808,1152.210891
530,430,2004,65302.322865,1246.230096
531,430,2004,1120.593526,122.23235
532,460,2004,12037078.8104,461797.44086
533,430,2004,167255.534811,2082.840994
534,430,2004,36509.281573,993.143346
535,430,2004,4924.383741,337.898672
536,420,2004,80941.060517,2081.435622
537,420,2004,82574.716072,1238.294797
538,430,2004,24354.592159,818.020955
539,430,2004,69760.63167,1060.62574
540,430,2004,91656.503812,1271.94018
541,430,2004,8087.39031,356.268091
542,430,2004,46635.130519,954.741001
543,430,2004,19993.279063,686.388186
544,430,2004,18554.730079,682.591296
545,430,2004,34441.891856,918.493481
546,430,2004,6485.992065,340.421305
547,430,2004,1999.756698,169.479098
548,430,2004,39539.693297,1045.324282
549,430,2004,1561.865884,144.122324
550,430,2004,43071.487238,880.042122
551,420,2004,53900.527016,1275.32346
552,430,2004,41236.790286,865.560608
553,430,2004,58528.012201,1427.645927
554,460,2004,36320.96029,2559.914688
555,430,2004,74761.759902,1378.296843
556,430,2004,31936.453754,774.247297
557,430,2004,16712.031192,471.220984
558,460,2004,87886.494881,3469.353897
559,430,2004,31519.997616,1103.840313
560,430,2004,54696.568274,915.211629
561,430,2004,13868.666653,550.881867
562,460,2004,3840456.76145,241097.788455
563,460,2004,379253.196387,39527.191077
564,420,2004,93612.479678,1932.59937
565,430,2004,7958.880576,381.738344
566,430,2004,64649.527632,1013.227999
567,430,2004,37029.466277,798.298049
568,430,2004,49121.916877,1334.436426
569,430,2004,60074.784525,999.132299
570,430,2004,30882.347638,805.717079
571,420,2004,3208.901398,241.51216
572,430,2004,96145.836416,1536.429987
573,420,2004,52689.751591,1055.550018
574,420,2004,89248.957859,1345.475103
575,430,2004,3916.007657,322.004134
576,430,2004,57133.761344,909.587415
577,430,2004,16422.540155,520.904226
578,430,2004,5505.520985,348.950296
579,430,2004,5662.867191,303.212827
580,0,0,0,0
581,420,2004,11061.070411,507.859217
582,430,2004,14123.628648,584.921434
583,430,2004,55970.645775,932.524225
584,430,2004,78380.386978,1178.330084
585,420,2004,3326.479296,260.818998
586,430,2004,35290.607899,731.07383
587,430,2004,18474.558326,519.332931
588,430,2004,11692.380355,410.751899
589,420,2004,5907.812649,369.891699
590,430,2004,43147.180375,1232.445702
591,420,2004,1741.628978,173.833557
592,430,2004,23640.873122,697.678056
593,420,2004,13500.650912,474.358244
594,430,2004,39412.663631,826.838001
595,430,2004,7213.129047,423.450755
596,430,2004,28732.212925,1100.64823
597,430,2004,16115.982086,697.878312
598,420,2004,5795.785583,410.659559
599,430,2004,8878.6844,787.823314
600,430,2004,13756.22824,528.830812
601,460,2004,224591.257008,11893.518674
602,430,2004,33590.715023,724.802705
603,430,2004,13048.441345,511.254515
604,430,2004,48135.160954,904.113097
605,430,2004,2582.260214,213.51096
606,430,2004,17743.189906,597.321021
607,430,2004,7860.865104,335.832732
608,430,2004,7663.705169,325.029971
609,460,2004,480281.388157,36275.247567
610,430,2004,73252.542672,1436.954877
611,430,2004,33011.336448,800.034456
612,460,2004,117859.426228,18063.849277
613,430,2004,3601.468872,270.49092
614,430,2004,12117.468681,435.818718
615,430,2004,114273.552468,1472.360004
616,430,2004,30521.586848,805.150782
617,430,2004,46476.436247,959.479104
618,470,2004,8905.233803,472.301182
619,430,2004,346352.589118,3944.213511
620,430,2004,3980.085552,255.188489
621,430,2004,19723.340956,706.640687
622,430,2004,68844.871884,1155.966374
623,430,2004,87420.06388,1576.012405
624,430,2004,23307.978832,633.984326
625,430,2004,15193.985643,600.386148
626,430,2004,5594.515896,319.678712
627,430,2004,2478.488065,183.768538
628,430,2004,7683.848438,473.977306
629,430,2004,17006.407829,564.965123
630,430,2004,138843.517951,1687.603709
631,470,2004,2000.556237,177.478937
632,430,2004,51894.685942,1032.643632
633,430,2004,46706.812825,948.689707
634,460,2004,17837.208468,2593.910653
635,430,2004,48268.381981,1087.25175
636,430,2004,105654.515413,1683.815827
637,430,2004,20289.45266,671.430605
638,430,2004,97184.280557,1423.592514
639,430,2004,10707.834876,420.253882
640,430,2004,13601.629902,517.78983
641,430,2004,20855.853681,617.584432
642,430,2004,8058.526675,345.500089
643,430,2004,1629.427446,170.092732
644,430,2004,3466.512674,240.108678
645,410,2004,111136.617723,1890.669578
646,430,2004,637.644186,107.709971
